Number,Roman_Numeral,Yoruba
3609,MMMDCIX,Ẹgbẹta ati Mẹsan
3610,MMMDCX,Ẹgbẹta ati Ẹẹwa
3611,MMMDCXI,Ẹgbẹta ati Okanla
3612,MMMDCXII,Ẹgbẹta ati Mejila
3613,MMMDCXIII,Ẹgbẹta ati Mẹtala
3614,MMMDCXIV,Ẹgbẹta ati Mẹrindinlogun
3615,MMMDCXV,Ẹgbẹta ati Marunla
3616,MMMDCXVI,Ẹgbẹta ati Mẹrindinlogun
3617,MMMDCXVII,Ẹgbẹta ati Mẹtadinlogun
3618,MMMDCXVIII,Ẹgbẹta ati Mẹjidinlogun
3619,MMMDCXIX,Ẹgbẹta ati Ookandinlogun
3620,MMMDCXX,Ẹgbẹta ati Ogún
3621,MMMDCXXI,Ẹgbẹta ati Okanlelogun
3622,MMMDCXXII,Ẹgbẹta ati Mejilelogun
3623,MMMDCXXIII,Ẹgbẹta ati Mẹtalelogun
3624,MMMDCXXIV,Ẹgbẹta ati Mẹrinlelogun
3625,MMMDCXXV,Ẹgbẹta ati Marunlelogun
3626,MMMDCXXVI,Ẹgbẹta ati Mẹfalelogun
3627,MMMDCXXVII,Ẹgbẹta ati Mejelelogun
3628,MMMDCXXVIII,Ẹgbẹta ati Mẹjọlelogun
3629,MMMDCXXIX,Ẹgbẹta ati Mẹsanlelogun
3630,MMMDCXXX,Ẹgbẹta ati Ọgbọn
3631,MMMDCXXXI,Ẹgbẹta ati Okanlelogbọn
3632,MMMDCXXXII,Ẹgbẹta ati Mejilelogbọn
3633,MMMDCXXXIII,Ẹgbẹta ati Mẹtalelogbọn
3634,MMMDCXXXIV,Ẹgbẹta ati Mẹrinlelogbọn
3635,MMMDCXXXV,Ẹgbẹta ati Marunlelogbọn
3636,MMMDCXXXVI,Ẹgbẹta ati Mẹfalelogbọn
3637,MMMDCXXXVII,Ẹgbẹta ati Mejelelogbọn
3638,MMMDCXXXVIII,Ẹgbẹta ati Mẹjọlelogbọn
3639,MMMDCXXXIX,Ẹgbẹta ati Mẹsanlelogbọn
3640,MMMDCXL,Ẹgbẹta ati Ogójì
3641,MMMDCXLI,Ẹgbẹta ati Okanlelogoji
3642,MMMDCXLII,Ẹgbẹta ati Mejilelogoji
3643,MMMDCXLIII,Ẹgbẹta ati Mẹtalelogoji
3644,MMMDCXLIV,Ẹgbẹta ati Mẹrinlelogoji
3645,MMMDCXLV,Ẹgbẹta ati Marunlelogoji
3646,MMMDCXLVI,Ẹgbẹta ati Mẹfalelogoji
3647,MMMDCXLVII,Ẹgbẹta ati Mejelelogoji
3648,MMMDCXLVIII,Ẹgbẹta ati Mẹjọlelogoji
3649,MMMDCXLIX,Ẹgbẹta ati Mẹsanlelogoji
3650,MMMDCL,Ẹgbẹta ati Aadọta
3651,MMMDCLI,Ẹgbẹta ati Okanleladọta
3652,MMMDCLII,Ẹgbẹta ati Mejileladọta
3653,MMMDCLIII,Ẹgbẹta ati Mẹtaleladọta
3654,MMMDCLIV,Ẹgbẹta ati Mẹrinleladọta
3655,MMMDCLV,Ẹgbẹta ati Marunleladọta
3656,MMMDCLVI,Ẹgbẹta ati Mẹfaleladọta
3657,MMMDCLVII,Ẹgbẹta ati Mejeleladọta
3658,MMMDCLVIII,Ẹgbẹta ati Mẹjọleladọta
3659,MMMDCLIX,Ẹgbẹta ati Mẹsanleladọta
3660,MMMDCLX,Ẹgbẹta ati Ọgọta
3661,MMMDCLXI,Ẹgbẹta ati Okanlelogoji
3662,MMMDCLXII,Ẹgbẹta ati Mejilelogoji
3663,MMMDCLXIII,Ẹgbẹta ati Mẹtalelogoji
3664,MMMDCLXIV,Ẹgbẹta ati Mẹrinlelogoji
3665,MMMDCLXV,Ẹgbẹta ati Marunlelogoji
3666,MMMDCLXVI,Ẹgbẹta ati Mẹfalelogoji
3667,MMMDCLXVII,Ẹgbẹta ati Mejelelogoji
3668,MMMDCLXVIII,Ẹgbẹta ati Mẹjọlelogoji
3669,MMMDCLXIX,Ẹgbẹta ati Mẹsanlelogoji
3670,MMMDCLXX,Ẹgbẹta ati Aadọrin
3671,MMMDCLXXI,Ẹgbẹta ati Okanleladọrin
3672,MMMDCLXXII,Ẹgbẹta ati Mejileladọrin
3673,MMMDCLXXIII,Ẹgbẹta ati Mẹtaleladọrin
3674,MMMDCLXXIV,Ẹgbẹta ati Mẹrinleladọrin
3675,MMMDCLXXV,Ẹgbẹta ati Marunleladọrin
3676,MMMDCLXXVI,Ẹgbẹta ati Mẹfaleladọrin
3677,MMMDCLXXVII,Ẹgbẹta ati Mejeleladọrin
3678,MMMDCLXXVIII,Ẹgbẹta ati Mẹjọleladọrin
3679,MMMDCLXXIX,Ẹgbẹta ati Mẹsanleladọrin
3680,MMMDCLXXX,Ẹgbẹta ati Ọgọrin
3681,MMMDCLXXXI,Ẹgbẹta ati Okanlelogorun
3682,MMMDCLXXXII,Ẹgbẹta ati Mejilelogorun
3683,MMMDCLXXXIII,Ẹgbẹta ati Mẹtalelogorun
3684,MMMDCLXXXIV,Ẹgbẹta ati Mẹrinlelogorun
3685,MMMDCLXXXV,Ẹgbẹta ati Marunlelogorun
3686,MMMDCLXXXVI,Ẹgbẹta ati Mẹfalelogorun
3687,MMMDCLXXXVII,Ẹgbẹta ati Mejelelogorun
3688,MMMDCLXXXVIII,Ẹgbẹta ati Mẹjọlelogorun
3689,MMMDCLXXXIX,Ẹgbẹta ati Mẹsanlelogorun
3690,MMMDCXC,Ẹgbẹta ati Aadọrun
3691,MMMDCXCI,Ẹgbẹta ati Okanlelaadọrun
3692,MMMDCXCII,Ẹgbẹta ati Mejilelaadọrun
3693,MMMDCXCIII,Ẹgbẹta ati Mẹtalelaadọrun
3694,MMMDCXCIV,Ẹgbẹta ati Mẹrinlelaadọrun
3695,MMMDCXCV,Ẹgbẹta ati Marunlelaadọrun
3696,MMMDCXCVI,Ẹgbẹta ati Mẹfalelaadọrun
3697,MMMDCXCVII,Ẹgbẹta ati Mejelelaadọrun
3698,MMMDCXCVIII,Ẹgbẹta ati Mẹjọlelaadọrun
3699,MMMDCXCIX,Ẹgbẹta ati Mẹsanlelaadọrun
3700,MMM DCC,Ẹgbẹta ati Ẹgbẹrin
3701,MMMDCCI,Ẹgbẹta ati Okanleladégbẹrin
3702,MMMDCCII,Ẹgbẹta ati Mejileladégbẹrin
3703,MMMDCCIII,Ẹgbẹta ati Mẹtaleladégbẹrin
3704,MMMDCCIV,Ẹgbẹta ati Mẹrinleladégbẹrin
3705,MMMDCCV,Ẹgbẹta ati Marunleladégbẹrin
3706,MMMDCCVI,Ẹgbẹta ati Mẹfaleladégbẹrin
3707,MMMDCCVII,Ẹgbẹta ati Mejeleladégbẹrin
3708,MMMDCCVIII,Ẹgbẹta ati Mẹjọleladégbẹrin
3709,MMMDCCIX,Ẹgbẹta ati Mẹsanleladégbẹrin
3710,MMMDCCX,Ẹgbẹta ati Ẹẹwaleladégbẹrin
3711,MMMDCCXI,Ẹgbẹta ati Okanla lelogunladégbẹrin
3712,MMMDCCXII,Ẹgbẹta ati Mejila lelogunladégbẹrin
3713,MMMDCCXIII,Ẹgbẹta ati Mẹtala lelogunladégbẹrin
3714,MMMDCCXIV,Ẹgbẹta ati Mẹrindinlogunladégbẹrin
3715,MMMDCCXV,Ẹgbẹta ati Marunla lelogunladégbẹrin
3716,MMMDCCXVI,Ẹgbẹta ati Mẹrindinlogunladégbẹrin
3717,MMMDCCXVII,Ẹgbẹta ati Mẹtadinlogunladégbẹrin
3718,MMMDCCXVIII,Ẹgbẹta ati Mẹjidinlogunladégbẹrin
3719,MMMDCCXIX,Ẹgbẹta ati Ookandinlogunladégbẹrin
3720,MMMDCCXX,Ẹgbẹta ati Ogúnladégbẹrin
3721,MMMDCCXXI,Ẹgbẹta ati Okanlelogunladégbẹrin
3722,MMMDCCXXII,Ẹgbẹta ati Mejilelogunladégbẹrin
3723,MMMDCCXXIII,Ẹgbẹta ati Mẹtalelogunladégbẹrin
3724,MMMDCCXXIV,Ẹgbẹta ati Mẹrinlelogunladégbẹrin
3725,MMMDCCXXV,Ẹgbẹta ati Marunlelogunladégbẹrin
3726,MMMDCCXXVI,Ẹgbẹta ati Mẹfalelogunladégbẹrin
3727,MMMDCCXXVII,Ẹgbẹta ati Mejelelogunladégbẹrin
3728,MMMDCCXXVIII,Ẹgbẹta ati Mẹjọlelogunladégbẹrin
3729,MMMDCCXXIX,Ẹgbẹta ati Mẹsanlelogunladégbẹrin
3730,MMMDCCXXX,Ẹgbẹta ati Ọgbọnladégbẹrin
3731,MMMDCCXXXI,Ẹgbẹta ati Okanlelogbọnladégbẹrin
3732,MMMDCCXXXII,Ẹgbẹta ati Mejilelogbọnladégbẹrin
3733,MMMDCCXXXIII,Ẹgbẹta ati Mẹtalelogbọnladégbẹrin
3734,MMMDCCXXXIV,Ẹgbẹta ati Mẹrinlelogbọnladégbẹrin
3735,MMMDCCXXXV,Ẹgbẹta ati Marunlelogbọnladégbẹrin
3736,MMMDCCXXXVI,Ẹgbẹta ati Mẹfalelogbọnladégbẹrin
3737,MMMDCCXXXVII,Ẹgbẹta ati Mejelelogbọnladégbẹrin
3738,MMMDCCXXXVIII,Ẹgbẹta ati Mẹjọlelogbọnladégbẹrin
3739,MMMDCCXXXIX,Ẹgbẹta ati Mẹsanlelogbọnladégbẹrin
3740,MMMDCCXL,Ẹgbẹta ati Ogójìladégbẹrin
3741,MMMDCCXLI,Ẹgbẹta ati Okanlelogoji ladégbẹrin
3742,MMMDCCXLII,Ẹgbẹta ati Mejilelogoji ladégbẹrin
3743,MMMDCCXLIII,Ẹgbẹta ati Mẹtalelogoji ladégbẹrin
3744,MMMDCCXLIV,Ẹgbẹta ati Mẹrinlelogoji ladégbẹrin
3745,MMMDCCXLV,Ẹgbẹta ati Marunlelogoji ladégbẹrin
3746,MMMDCCXLVI,Ẹgbẹta ati Mẹfalelogoji ladégbẹrin
3747,MMMDCCXLVII,Ẹgbẹta ati Mejelelogoji ladégbẹrin
3748,MMMDCCXLVIII,Ẹgbẹta ati Mẹjọlelogoji ladégbẹrin
3749,MMMDCCXLIX,Ẹgbẹta ati Mẹsanlelogoji ladégbẹrin
3750,MMMDCCL,Ẹgbẹta ati Aadọta ladégbẹrin
3751,MMMDCCLI,Ẹgbẹta ati Okanleladọta ladégbẹrin
3752,MMMDCCLII,Ẹgbẹta ati Mejileladọta ladégbẹrin
3753,MMMDCCLIII,Ẹgbẹta ati Mẹtaleladọta ladégbẹrin
3754,MMMDCCLIV,Ẹgbẹta ati Mẹrinleladọta ladégbẹrin
3755,MMMDCCLV,Ẹgbẹta ati Marunleladọta ladégbẹrin
3756,MMMDCCLVI,Ẹgbẹta ati Mẹfaleladọta ladégbẹrin
3757,MMMDCCLVII,Ẹgbẹta ati Mejeleladọta ladégbẹrin
3758,MMMDCCLVIII,Ẹgbẹta ati Mẹjọleladọta ladégbẹrin
3759,MMMDCCLIX,Ẹgbẹta ati Mẹsanleladọta ladégbẹrin
3760,MMMDCCLX,Ẹgbẹta ati Ọgọta ladégbẹrin
3761,MMMDCCLXI,Ẹgbẹta ati Okanlelogoji ladégbẹrin
3762,MMMDCCLXII,Ẹgbẹta ati Mejilelogoji ladégbẹrin
3763,MMMDCCLXIII,Ẹgbẹta ati Mẹtalelogoji ladégbẹrin
3764,MMMDCCLXIV,Ẹgbẹta ati Mẹrinlelogoji ladégbẹrin
3765,MMMDCCLXV,Ẹgbẹta ati Marunlelogoji ladégbẹrin
3766,MMMDCCLXVI,Ẹgbẹta ati Mẹfalelogoji ladégbẹrin
3767,MMMDCCLXVII,Ẹgbẹta ati Mejelelogoji ladégbẹrin
3768,MMMDCCLXVIII,Ẹgbẹta ati Mẹjọlelogoji ladégbẹrin
3769,MMMDCCLXIX,Ẹgbẹta ati Mẹsanlelogoji ladégbẹrin
3770,MMMDCCLXX,Ẹgbẹta ati Aadọrin ladégbẹrin
3771,MMMDCCLXXI,Ẹgbẹta ati Okanleladọrin ladégbẹrin
3772,MMMDCCLXXII,Ẹgbẹta ati Mejileladọrin ladégbẹrin
3773,MMMDCCLXXIII,Ẹgbẹta ati Mẹtaleladọrin ladégbẹrin
3774,MMMDCCLXXIV,Ẹgbẹta ati Mẹrinleladọrin ladégbẹrin
3775,MMMDCCLXXV,Ẹgbẹta ati Marunleladọrin ladégbẹrin
3776,MMMDCCLXXVI,Ẹgbẹta ati Mẹfaleladọrin ladégbẹrin
3777,MMMDCCLXXVII,Ẹgbẹta ati Mejeleladọrin ladégbẹrin
3778,MMMDCCLXXVIII,Ẹgbẹta ati Mẹjọleladọrin ladégbẹrin
3779,MMMDCCLXXIX,Ẹgbẹta ati Mẹsanleladọrin ladégbẹrin
3780,MMMDCCLXXX,Ẹgbẹta ati Ọgọrin ladégbẹrin
3781,MMMDCCLXXXI,Ẹgbẹta ati Okanlelogorun ladégbẹrin
3782,MMMDCCLXXXII,Ẹgbẹta ati Mejilelogorun ladégbẹrin
3783,MMMDCCLXXXIII,Ẹgbẹta ati Mẹtalelogorun ladégbẹrin
3784,MMMDCCLXXXIV,Ẹgbẹta ati Mẹrinlelogorun ladégbẹrin
3785,MMMDCCLXXXV,Ẹgbẹta ati Marunlelogorun ladégbẹrin
3786,MMMDCCLXXXVI,Ẹgbẹta ati Mẹfalelogorun ladégbẹrin
3787,MMMDCCLXXXVII,Ẹgbẹta ati Mejelelogorun ladégbẹrin
3788,MMMDCCLXXXVIII,Ẹgbẹta ati Mẹjọlelogorun ladégbẹrin
3789,MMMDCCLXXXIX,Ẹgbẹta ati Mẹsanlelogorun ladégbẹrin
3790,MMMDCCXC,Ẹgbẹta ati Aadọrun ladégbẹrin
3791,MMMDCCXCI,Ẹgbẹta ati Okanlelaadọrun ladégbẹrin
3792,MMMDCCXCII,Ẹgbẹta ati Mejilelaadọrun ladégbẹrin
3793,MMMDCCXCIII,Ẹgbẹta ati Mẹtalelaadọrun ladégbẹrin
3794,MMMDCCXCIV,Ẹgbẹta ati Mẹrinlelaadọrun ladégbẹrin
3795,MMMDCCXCV,Ẹgbẹta ati Marunlelaadọrun ladégbẹrin
3796,MMMDCCXCVI,Ẹgbẹta ati Mẹfalelaadọrun ladégbẹrin
3797,MMMDCCXCVII,Ẹgbẹta ati Mejelelaadọrun ladégbẹrin
3798,MMMDCCXCVIII,Ẹgbẹta ati Mẹjọlelaadọrun ladégbẹrin
3799,MMMDCCXCIX,Ẹgbẹta ati Mẹsanlelaadọrun ladégbẹrin
3800,MMDCCC,Ẹgbẹtalelogbọn-din-ọgọrun
3801,MMDCCCI,Ẹgbẹtalelogbọn-din-ọgọrun ati okan
3802,MMDCCCII,Ẹgbẹtalelogbọn-din-ọgọrun ati meji
3803,MMDCCCIII,Ẹgbẹtalelogbọn-din-ọgọrun ati meta
3804,MMDCCCIV,Ẹgbẹtalelogbọn-din-ọgọrun ati merin
3805,MMDCCCV,Ẹgbẹtalelogbọn-din-ọgọrun ati aarun
3806,MMDCCCVI,Ẹgbẹtalelogbọn-din-ọgọrun ati mefa
3807,MMDCCCVII,Ẹgbẹtalelogbọn-din-ọgọrun ati meje
3808,MMDCCCVIII,ặgbẹtalelogbọn-din-ọgọrun ati mejo
3809,MMDCCCIX,ặgbẹtalelogbọn-din-ọgọrun ati mesan
3810,MMDCCCX,ặgbẹtalelogbọn-din-ọgọrun ati eewa
3811,MMDCCCXI,ặgbẹtalelogbọn-din-ọgọrun ati okanla
3812,MMDCCCXII,ặgbẹtalelogbọn-din-ọgọrun ati ejila
3813,MMDCCCXIII,ặgbẹtalelogbọn-din-ọgọrun ati etala
3814,MMDCCCXIV,ặgbẹtalelogbọn-din-ọgọrun ati erinla
3815,MMDCCCXV,ặgbẹtalelogbọn-din-ọgọrun ati edogun
3816,MMDCCCXVI,ặgbẹtalelogbọn-din-ọgọrun ati erindinlogun
3817,MMDCCCXVII,ặgbẹtalelogbọn-din-ọgọrun ati etadinlogun
3818,MMDCCCXVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejindinlogun
3819,MMDCCCXIX,ặgbẹtalelogbọn-din-ọgọrun ati okandinlogun
3820,MMDCCCXX,ặgbẹtalelogbọn-din-ọgọrun ati ogun
3821,MMDCCCXXI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelogun
3822,MMDCCCXXII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelogun
3823,MMDCCCXXIII,ặgbẹtalelogbọn-din-ọgọrun ati etalelogun
3824,MMDCCCXXIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelogun
3825,MMDCCCXXV,ặgbẹtalelogbọn-din-ọgọrun ati edogbon
3826,MMDCCCXXVI,ặgbẹtalelogbọn-din-ọgọrun ati erindinlogbon
3827,MMDCCCXXVII,ặgbẹtalelogbọn-din-ọgọrun ati etadinlogbon
3828,MMDCCCXXVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidinlogbon
3829,MMDCCCXXIX,ặgbẹtalelogbọn-din-ọgọrun ati okandinlogbon
3830,MMDCCCXXX,ặgbẹtalelogbọn-din-ọgọrun ati ogbon
3831,MMDCCCXXXI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelogbon
3832,MMDCCCXXXII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelogbon
3833,MMDCCCXXXIII,ặgbẹtalelogbọn-din-ọgọrun ati etalelogbon
3834,MMDCCCXXXIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelogbon
3835,MMDCCCXXXV,ặgbẹtalelogbọn-din-ọgọrun ati arundinlogoji
3836,MMDCCCXXXVI,ặgbẹtalelogbọn-din-ọgọrun ati erindinlogoji
3837,MMDCCCXXXVII,ặgbẹtalelogbọn-din-ọgọrun ati etadinlogoji
3838,MMDCCCXXXVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidinlogoji
3839,MMDCCCXXXIX,ặgbẹtalelogbọn-din-ọgọrun ati okandinlogoji
3840,MMDCCCXL,ặgbẹtalelogbọn-din-ọgọrun ati ogoji
3841,MMDCCCXLI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelogoji
3842,MMDCCCXLII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelogoji
3843,MMDCCCXLIII,ặgbẹtalelogbọn-din-ọgọrun ati etalelogoji
3844,MMDCCCXLIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelogoji
3845,MMDCCCXLV,ặgbẹtalelogbọn-din-ọgọrun ati arundinladota
3846,MMDCCCXLVI,ặgbẹtalelogbọn-din-ọgọrun ati erindinladota
3847,MMDCCCXLVII,ặgbẹtalelogbọn-din-ọgọrun ati etadinladota
3848,MMDCCCXLVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidinladota
3849,MMDCCCXLIX,ặgbẹtalelogbọn-din-ọgọrun ati okandinladota
3850,MMDCCCL,ặgbẹtalelogbọn-din-ọgọrun ati adota
3851,MMDCCCLI,ặgbẹtalelogbọn-din-ọgọrun ati okanleladota
3852,MMDCCCLII,ặgbẹtalelogbọn-din-ọgọrun ati ejileladota
3853,MMDCCCLIII,ặgbẹtalelogbọn-din-ọgọrun ati etaleladota
3854,MMDCCCLIV,ặgbẹtalelogbọn-din-ọgọrun ati erinleladota
3855,MMDCCCLV,ặgbẹtalelogbọn-din-ọgọrun ati arundinlogota
3856,MMDCCCLVI,ặgbẹtalelogbọn-din-ọgọrun ati erindinlogota
3857,MMDCCCLVII,ặgbẹtalelogbọn-din-ọgọrun ati etadinlogota
3858,MMDCCCLVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidinlogota
3859,MMDCCCLIX,ặgbẹtalelogbọn-din-ọgọrun ati okandinlogota
3860,MMDCCCLX,ặgbẹtalelogbọn-din-ọgọrun ati ogota
3861,MMDCCCLXI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelogota
3862,MMDCCCLXII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelogota
3863,MMDCCCLXIII,ặgbẹtalelogbọn-din-ọgọrun ati etalelogota
3864,MMDCCCLXIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelogota
3865,MMDCCCLXV,ặgbẹtalelogbọn-din-ọgọrun ati arundiladorin
3866,MMDCCCLXVI,ặgbẹtalelogbọn-din-ọgọrun ati erindiladorin
3867,MMDCCCLXVII,ặgbẹtalelogbọn-din-ọgọrun ati etadiladorin
3868,MMDCCCLXVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidiladorin
3869,MMDCCCLXIX,ặgbẹtalelogbọn-din-ọgọrun ati okandiladorin
3870,MMDCCCLXX,ặgbẹtalelogbọn-din-ọgọrun ati adorin
3871,MMDCCCLXXI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelad orin
3872,MMDCCCLXXII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelad orin
3873,MMDCCCLXXIII,ặgbẹtalelogbọn-din-ọgọrun ati etaleladorin
3874,MMDCCCLXXIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelad orin
3875,MMDCCCLXXV,ặgbẹtalelogbọn-din-ọgọrun ati arundilogorin
3876,MMDCCCLXXVI,ặgbẹtalelogbọn-din-ọgọrun ati erindilogorin
3877,MMDCCCLXXVII,ặgbẹtalelogbọn-din-ọgọrun ati etadilogorin
3878,MMDCCCLXXVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidilogorin
3879,MMDCCCLXXIX,ặgbẹtalelogbọn-din-ọgọrun ati okandilogorin
3880,MMDCCCLXXX,ặgbẹtalelogbọn-din-ọgọrun ati ogorin
3881,MMDCCCLXXXI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelogorin
3882,MMDCCCLXXXII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelogorin
3883,MMDCCCLXXXIII,ặgbẹtalelogbọn-din-ọgọrun ati etalelogorin
3884,MMDCCCLXXXIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelogorin
3885,MMDCCCLXXXV,ặgbẹtalelogbọn-din-ọgọrun ati arundiladorun
3886,MMDCCCLXXXVI,ặgbẹtalelogbọn-din-ọgọrun ati erindiladorun
3887,MMDCCCLXXXVII,ặgbẹtalelogbọn-din-ọgọrun ati etadiladorun
3888,MMDCCCLXXXVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidiladorun
3889,MMDCCCLXXXIX,ặgbẹtalelogbọn-din-ọgọrun ati okandiladorun
3890,MMDCCCXC,ặgbẹtalelogbọn-din-ọgọrun ati adorun
3891,MMDCCCXCI,ặgbẹtalelogbọn-din-ọgọrun ati okanlelad orun
3892,MMDCCCXCII,ặgbẹtalelogbọn-din-ọgọrun ati ejilelad orun
3893,MMDCCCXCIII,ặgbẹtalelogbọn-din-ọgọrun ati etaleladorun
3894,MMDCCCXCIV,ặgbẹtalelogbọn-din-ọgọrun ati erinlelad orun
3895,MMDCCCXCV,ặgbẹtalelogbọn-din-ọgọrun ati arundilogorun
3896,MMDCCCXCVI,ặgbẹtalelogbọn-din-ọgọrun ati erindilogorun
3897,MMDCCCXCVII,ặgbẹtalelogbọn-din-ọgọrun ati etadilogorun
3898,MMDCCCXCVIII,ặgbẹtalelogbọn-din-ọgọrun ati ejidilogorun
3899,MMDCCCXCIX,ặgbẹtalelogbọn-din-ọgọrun ati okandilogorun
3900,MMMCD,Ẹdẹgbata
3900,MMMCM,Ẹgbẹta ati Ẹgbẹrun
3901,MMMCMI,Ẹgbẹta ati Okanleladégbẹrun
3902,MMMCMII,Ẹgbẹta ati Mejileladégbẹrun
3903,MMMCMIII,Ẹgbẹta ati Mẹtaleladégbẹrun
3904,MMMCMIV,Ẹgbẹta ati Mẹrinleladégbẹrun
3905,MMMCMV,Ẹgbẹta ati Marunleladégbẹrun
3906,MMMCMVI,Ẹgbẹta ati Mẹfaleladégbẹrun
3907,MMMCMVII,Ẹgbẹta ati Mejeleladégbẹrun
3908,MMMCMVIII,Ẹgbẹta ati Mẹjọleladégbẹrun
3909,MMMCMIX,Ẹgbẹta ati Mẹsanleladégbẹrun
3910,MMMCMX,Ẹgbẹta ati Ẹẹwaleladégbẹrun
3911,MMMCMXI,Ẹgbẹta ati Okanla lelogunladégbẹrun
3912,MMMCMXII,Ẹgbẹta ati Mejila lelogunladégbẹrun
3913,MMMCMXIII,Ẹgbẹta ati Mẹtala lelogunladégbẹrun
3914,MMMCMXIV,Ẹgbẹta ati Mẹrindinlogunladégbẹrun
3915,MMMCMXV,Ẹgbẹta ati Marunla lelogunladégbẹrun
3916,MMMCMXVI,Ẹgbẹta ati Mẹrindinlogunladégbẹrun
3917,MMMCMXVII,Ẹgbẹta ati Mẹtadinlogunladégbẹrun
3918,MMMCMXVIII,Ẹgbẹta ati Mẹjidinlogunladégbẹrun
3919,MMMCMXIX,Ẹgbẹta ati Ookandinlogunladégbẹrun
3920,MMMCMXX,Ẹgbẹta ati Ogúnladégbẹrun
3921,MMMCMXXI,Ẹgbẹta ati Okanlelogunladégbẹrun
3922,MMMCMXXII,Ẹgbẹta ati Mejilelogunladégbẹrun
3923,MMMCMXXIII,Ẹgbẹta ati Mẹtalelogunladégbẹrun
3924,MMMCMXXIV,Ẹgbẹta ati Mẹrinlelogunladégbẹrun
3925,MMMCMXXV,Ẹgbẹta ati Marunlelogunladégbẹrun
3926,MMMCMXXVI,Ẹgbẹta ati Mẹfalelogunladégbẹrun
3927,MMMCMXXVII,Ẹgbẹta ati Mejelelogunladégbẹrun
3928,MMMCMXXVIII,Ẹgbẹta ati Mẹjọlelogunladégbẹrun
3929,MMMCMXXIX,Ẹgbẹta ati Mẹsanlelogunladégbẹrun
3930,MMMCMXXX,Ẹgbẹta ati Ọgbọnladégbẹrun
3931,MMMCMXXXI,Ẹgbẹta ati Okanlelogbọnladégbẹrun
3932,MMMCMXXXII,Ẹgbẹta ati Mejilelogbọnladégbẹrun
3933,MMMCMXXXIII,Ẹgbẹta ati Mẹtalelogbọnladégbẹrun
3934,MMMCMXXXIV,Ẹgbẹta ati Mẹrinlelogbọnladégbẹrun
3935,MMMCMXXXV,Ẹgbẹta ati Marunlelogbọnladégbẹrun
3936,MMMCMXXXVI,Ẹgbẹta ati Mẹfalelogbọnladégbẹrun
3937,MMMCMXXXVII,Ẹgbẹta ati Mejelelogbọnladégbẹrun
3938,MMMCMXXXVIII,Ẹgbẹta ati Mẹjọlelogbọnladégbẹrun
3939,MMMCMXXXIX,Ẹgbẹta ati Mẹsanlelogbọnladégbẹrun
3940,MMMCMXL,Ẹgbẹta ati Ogójìladégbẹrun
3941,MMMCMXLI,Ẹgbẹta ati Okanlelogoji ladégbẹrun
3942,MMMCMXLII,Ẹgbẹta ati Mejilelogoji ladégbẹrun
3943,MMMCMXLIII,Ẹgbẹta ati Mẹtalelogoji ladégbẹrun
3944,MMMCMXLIV,Ẹgbẹta ati Mẹrinlelogoji ladégbẹrun
3945,MMMCMXLV,Ẹgbẹta ati Marunlelogoji ladégbẹrun
3946,MMMCMXLVI,Ẹgbẹta ati Mẹfalelogoji ladégbẹrun
3947,MMMCMXLVII,Ẹgbẹta ati Mejelelogoji ladégbẹrun
3948,MMMCMXLVIII,Ẹgbẹta ati Mẹjọlelogoji ladégbẹrun
3949,MMMCMXLIX,Ẹgbẹta ati Mẹsanlelogoji ladégbẹrun
3950,MMMCML,Ẹgbẹta ati Aadọta ladégbẹrun
3951,MMMCMLI,Ẹgbẹta ati Okanleladọta ladégbẹrun
3952,MMMCMLII,Ẹgbẹta ati Mejileladọta ladégbẹrun
3953,MMMCMLIII,Ẹgbẹta ati Mẹtaleladọta ladégbẹrun
3954,MMMCMLIV,Ẹgbẹta ati Mẹrinleladọta ladégbẹrun
3955,MMMCMLV,Ẹgbẹta ati Marunleladọta ladégbẹrun
3956,MMMCMLVI,Ẹgbẹta ati Mẹfaleladọta ladégbẹrun
